STRID,TEXT
10_Process.18,"Общения с Волком мне хватит на много лет вперёд. Я доказал его вину, а наказывает его пусть кто-нибудь поглупее. Он у вас какой-то бешеный."
9_Process.15,"{предъявить ключ и яд, выданные Волком} Угадай, что можно открыть этим ключиком? И что произойдёт, если попробовать вот такого снадобья? Заодно угадай, кто мне всё это добро выдал."
9_Process.26,"Рассказывай подробно."
6a_Process.20,"{мрачно глядит на Гувера} А знаешь, где твой Гудвин? Намекнуть? <contempt>"
6a_Process,"{заинтересованно} Ну, как результаты? {глядит на Звонгендабу} Выявлены ли зачинщики? <attention>"
6_Process.24,"{передать Снежка охране}"
6_Process.13,"{Снежок порывается ползти к Гуверу, но не решается} Искуплю, хозяин! Глазом клянусь! <fear>"
5f_Process.138,"Да они понятливые. Внемлют голосу разума."
5_Process.102,"{Гувер достаёт из стола бумажку, что-то туда вписывает и протягивает тебе.} Телохранителем Волка я тебя оформить не успел. Поэтому подпиши это. \n\nНа бумажке написано:\n\n\"Статус - прикреплённый\nИмя - @hero\nНачальнику охраны ОЗ ВП Гуверу\n\nЗАЯВЛЕНИЕ\n\nПрошу освободить меня с @date от должности электрика в связи с переходом на другую работу.\n\n@date                  ____________\""
5_Process.179,"Пока не совсем. Попозже зайду."
5_Process.39,"Так быстро думать не могу. Пойду прогуляюсь мальца."
5_Process.17,"{Гувер поворачивается к тебе} Откуда ты вытащил Гудвина, @hero?"
3_Process.10,"О! Наконец-то старый жлоб сподобился про должок вспомнить. {Открывает пробку глиняной бутылки, заглядывает внутрь} Блин! Я ж ему внятно говорил... Короче, @hero, тащи этот нектар богов обратно. Я такое не пью, я пью с грибными червями. {загоняет пробку обратно, возвращает бутылку} Без червей у меня этой водки - хоть торгуй. Передай этой старой сволочи... Хотя ладно, я сам потом скажу, а то ты не запомнишь."
2c_Process.3,"{молчать}"
2a_Process.245,"Во как! А ты что? <attention>"
2a_Process.223,"Давай."
2a_Process.212,"{Гувер смотрит на тебя другими глазами - похоже, с уважением} Ого. Да ты, как я погляжу, паренёк-то тёртый и толковый. Вот что я тебе скажу. Людей у нас мало, а таких толковых, как ты - практически нет. Особенно их не хватает в охране. А во внутренней охране умные отсутствуют вовсе, хе-хе. Поэтому я тебя переведу во внутреннюю охрану - чтобы порядок охранял. Конкретно - будешь охранять порядок вокруг меня. Должен будешь демонстрировать преданность и готовность стоять стеной. Ну?"
2a_Process.179,"Э... А, ну да. Вспомнил. <reverie>"
2a_Process.157,"Ого! {Что-то записывает} Сортир! Патроны! Это, как говорится, зачёт! Ну-ну, и что же? <eyes_ScrewUp>"
2a_Process.135,"[выход]"
2a_Process.124,"Ещё хочу спросить."
2a_Process.113,"{Хихикает} Полы мыть, картошку чистить, носки стирать. Ты же знаешь, чем охрана обычно занята! Ладно, шучу. Мне телохранитель нужен. <smile5>"
2a_Process.102,"Ещё вопрос."
2a_Process.69,"А что будет с Шубой? Убьёте за очередную попытку бежать?"
2_Process.26,"Вопросов нет."
2_Process.15,"Да, дружбан, именно это. Тупой ты есть, тупым и помрёшь. Электричить пока Толян будет, как и раньше. Жалко, не оправдал ты его надежд. Короче, быстро говори - за что приземлили? <rage2>"
1b_Process.59,"Полный порядок! Крысиные оккупанты потерпели сокрушительный разгром! Ожидаю дальнейших распоряжений! <open_eyes>"
1b_Document,"В обязанности внутреннего охранника входит, помимо всего прочего, посильная помощь начальникам цехов."
1b_Process.26,"Не, в охрану неохота. Я люблю, чтобы меня самого охраняли!"
1_Process.108,"Я людей больше задушил, чем ты в своей жизни крыс видел. Скоро вернусь."
1_Process.91,"Ещё раз - что умеешь делать, баран? <contempt>"
Q_Process.91,"Ха! Воодушевлённые успехом, южные выдали тройную норму угля и окончательно уверовали в магическую силу Снежка. На следующий день вторая бригада тоже была на высоте, а вот дальше результаты пошли на спад, потому что магия кирок уже иссякала. Тогда конфликт перешёл в новую фазу – снежковцы держали оборону у себя в забое, а звонгендаберы пытались любым способом отбить у них кирку-другую. Работе при этом уделялось не самое главное значение. Администрация шахты пыталась решить конфликт, однако безуспешно. Тем временем свара переросла из производственной проблемы в проблему общей безопасности – негры не работали, а в основном дрались и лечили раны, и вообще ситуация грозила бунтом. Поэтому в дело вмешался я."
13_Preparation,"Начальник охраны промзоны Гувер дал мне поручение - разобраться с фактами хищения имущества и продукции на патронном заводе. "
12_Sheet.68,"going_with_GunterKlein"
12_Process,"{Гувер смотрит на тебя, не проявляя никаких эмоций, словно в последний раз вы виделись полчаса назад} Привет, @hero. Рад тебя видеть живым и здоровым. Если бы ты оказался при смерти, убить тебя не было бы так приятно. Единственное, что портит мне удовольствие - парень ты в принципе неплохой, толковый, в нашем деле пригодился бы как мало кто другой. Я сам в молодости был наподобие тебя. Скажу так - много ты шансов упустил, совершив побег. Мог бы далеко пойти."
10_Preparation,"Обезвредить Волка."
9_Process.38,"Ядок мне велено подмешать в бутылку водки, которая у тебя хранится во-от в этом сундучке. <smile5>"
9_Process.27,"{поведать в красках}"
8_Process.7,"Потому что ты - человек новый, не входишь ни в какие группировки, не привлечешь внимания и в случае провала тебе никто не поверит. В том числе - и я. То есть, в случае провала - я не при делах, учти."
